Finding ID,Source Audit File,Module,Route,Screen,Persona,User Journey,Severity,Original Finding,Root Cause,Fix Decision,Code Files Changed,Test Evidence,Runtime Evidence,Screenshot Path,Status,Notes
CAT-0562,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"{caption ? <div style={{ fontSize: 'var(--ds-font-size-100)', color: T.subtlest }}>{caption}</div> : null}",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0563,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0564,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<div style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0565,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"padding: '12px 16px', borderBottom: `1px solid ${T.border}`, flexShrink: 0,",Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0566,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"{icon ? <span aria-hidden style={{ display: 'inline-flex', color: T.subtle }}>{icon}</span> : null}",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0567,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<span style={{ fontSize: 'var(--ds-font-size-200)', fontWeight: 600, color: T.text }}>{title}</span>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0568,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<span style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0569,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"fontSize: 'var(--ds-font-size-050)', fontWeight: 600, color: T.subtle,",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0570,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"background: T.neutral, borderRadius: 10, padding: '0 8px', fontVariantNumeric: 'tabular-nums',",Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0571,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<span style={{ marginLeft: 'auto', display: 'inline-flex', alignItems: 'center', gap: 8 }}>{actions}</span>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0572,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<div style={{ padding: noPadding ? 0 : 16, minWidth: 0 }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0573,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"const styles = { fontSize: 9, cellPadding: 2.5 };",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0574,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"options: { fontSize: 10, color: PPT.text, valign: 'middle', ...opts },",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0575,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"cell(text, { bold: true, color: PPT.white, fill: { color: PPT.navy }, fontSize: 10 });",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0576,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"x: 0.5, y: 1.1, w: 9, h: 0.4, fontSize: 12, bold: true, color: PPT.subtle, charSpacing: 2,",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0577,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"x: 0.5, y: 1.7, w: 12, h: 1.2, fontSize: 34, bold: true, color: PPT.navy,",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0578,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"x: 0.5, y: 3.0, w: 9, h: 0.5, fontSize: 16, bold: true, color: PPT.text,",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0579,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"{ x: 0.5, y: 3.6, w: 12, h: 0.5, fontSize: 13, color: PPT.subtle },",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0580,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"cover.addText(GENERATED_NOTE, { x: 0.5, y: 6.8, w: 12, h: 0.4, fontSize: 9, italic: true, color: PPT.subtle });",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0581,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"x: 0.5, y: 0.3, w: 12, h: 0.6, fontSize: 22, bold: true, color: PPT.navy,",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0582,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"slide.addText(emptyText, { x: 0.5, y: 1.2, w: 12, h: 0.5, fontSize: 13, color: PPT.subtle });",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0583,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"x: 0.5, y: 7.0, w: 12, h: 0.3, fontSize: 8, color: PPT.subtle,",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0584,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"const captionStyle: React.CSSProperties = { fontSize: 'var(--ds-font-size-100)', color: T.subtlest, margin: '0 0 12px' };",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0585,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"const metaStyle: React.CSSProperties = { fontSize: 'var(--ds-font-size-100)', color: T.subtle };",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0586,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"const bodyStyle: React.CSSProperties = { fontSize: 'var(--ds-font-size-200)', color: T.text };",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0587,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"fontFamily: 'var(--ds-font-family-code, monospace)', fontSize: 'var(--ds-font-size-100)', color: T.subtlest,",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0588,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<div style={{ display: 'flex', alignItems: 'center', gap: 8, flexWrap: 'wrap' }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0589,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<span style={{ fontSize: 'var(--ds-font-size-100)', color: T.subtle }}>{r.change_reason}</span>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0590,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<p style={{ margin: '0 0 12px', fontSize: 'var(--ds-font-size-200)', color: T.subtle }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0591,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0592,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"border: `1px solid ${T.border}`, borderRadius: 8, padding: 12,",Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
